surah,ayat,terjemahan_lemmatized
55,47,nikmat tuhan mana dusta
55,48,surga pohon pohon buah buah
55,49,nikmat tuhan mana dusta
55,50,surga buah mata air alir
55,51,nikmat tuhan mana dusta
55,52,surga buah buah pasang
55,53,nikmat tuhan mana dusta
55,54,telekan permadani belah dalam sutera buah buah surga petik
55,55,nikmat tuhan mana dusta
55,56,surga bidadari bidadari sopan tunduk pandang sentuh manusia huni huni surga suami jin
55,57,nikmat tuhan mana dusta
55,58,akan bidadari permata yakut marjan
55,59,nikmat tuhan mana dusta
55,60,balas baik kecuali baik
55,61,nikmat tuhan mana dusta
55,62,surga surga
55,63,nikmat tuhan mana dusta
55,64,surga hijau tua warna
55,65,nikmat tuhan mana dusta
55,66,surga buah mata air pancar
55,67,nikmat tuhan mana dusta
55,68,buah buah kurma delima
55,69,nikmat tuhan mana dusta
55,70,surga bidadari bidadari cantik cantik
55,71,nikmat tuhan mana dusta
55,72,bidadari bidadari jelita putih bersih pingit rumah
55,73,nikmat tuhan mana dusta
55,74,sentuh manusia huni huni surga suami jin
55,75,nikmat tuhan mana dusta
55,76,telekan bantal bantal hijau permadani permadani indah
55,77,nikmat tuhan mana dusta
55,78,agung nama tuhan besar karunia
56,1,kiamat
56,2,orang dusta jadi
56,3,jadi rendah golong tinggi golong
56,4,bumi digoncangkan dahsyat dahsyat
56,5,gunung gunung hancur luluh luluh luluh
56,6,debu bangan
56,7,golong
56,8,golong kanan mulia golong kanan
56,9,golong kiri sengsara golong kiri
56,10,iman
56,11,dekat allah
56,12,jannah nikmat
56,13,golong
56,14,golong
56,15,dipan bertahta emas permata
56,16,seraya telekan atas hadap hadap
56,17,keliling anak anak muda muda
56,18,bawa gelas cerek minum ambil air alir
56,19,pening mabuk
56,20,buah buah pilih
56,21,daging burung
56,22,bidadari bidadari mata jeli
56,23,laksana mutiara simpan
56,24,balas kerja
56,25,dengar dalam kata sia sia kata timbul dosa
56,26,dengar ucap salam
56,27,golong kanan bahagia golong kanan
56,28,pohon bidara dur
56,29,pohon pisang susun susun buah
56,30,naung bentang luas
56,31,air curah
56,32,buah buah
56,33,henti buah larang ambil
56,34,kasur kasur tebal empuk
56,35,cipta bidadari bidadari langsung
56,36,jadi gadis gadis perawan
56,37,penuh cinta baya umur
56,38,cipta golong kanan
56,39,golong
56,40,golong
56,41,golong kiri golong kiri
56,42,siksa angin panas air panas didih
56,43,naung asap hitam
56,44,sejuk senang
56,45,hidup wah
56,46,terus dosa
56,47,mati tanah tulang belulang bangkit
56,48,
56,49,kemudi
56,50,kumpul kenal
56,51,sesat dusta
56,52,makan pohon zaqqum
56,53,penuh perut dengan
56,54,minum air panas
56,55,minum unta haus minum
56,56,hidang balas
56,57,cipta benar
56,58,terang kepada nutfah pancar
56,59,kamu cipta kami cipta
56,60,tentu mati kalah
56,61,ganti dunia cipta kelak akhirat tahu
56,62,cipta mengapa ambil ajar cipta
56,63,terang kepada tanam
56,64,kamu tumbuh kami tumbuh
56,65,hendak jadi hancur kering heran cengang
56,66,derita rugi
56,67,hasil
56,68,terang kepada air minum
56,69,kamu turun kami turun
56,70,hendak jadi asin mengapa syukur
56,71,terang kepada api nyala gosok gosok kayu
56,72,kamu jadi kayu kami jadi
56,73,jadi api ingat bahan guna musafir padang pasir
56,74,tasbih sebut nama rabbmu
56,75,sumpah turun al quran
56,76,sumpah sumpah
56,77,al quran baca mulia
56,78,kitab pelihara lauhul mahfuzh
56,79,sentuh kecuali suci
56,80,turun rabbil alamiin
56,81,anggap remeh al quran
56,82,ganti rezeki allah dusta allah
56,83,nyawa kerongkongan
56,84,
56,85,
56,86,asai allah
56,87,kembali nyawa tempat
56,88,mati dekat allah
56,89,oleh tenteram rezeki jannah nikmat
56,90,golong kanan
56,91,selamat bagi golong kanan
56,92,golong dusta sesat
56,93,hidang air didih
56,94,bakar
56,95,yakin
56,96,tasbih sebut nama rabbmu
57,1,langit bumi tasbih allah besar allah perkasa bijaksana
57,2,punya nya raja langit bumi hidup mati kuasa
57,3,zhahir bathin
57,4,cipta langit bumi enam semayam arsy masuk bumi daripada turun langit nya allah kerja
57,5,punya nya raja langit bumi allah kembali urus
57,6,masuk malam siang masuk siang malam isi hati
57,7,rim allah rasul nya nafkah harta allah jadi kuasa iman nafkah harta oleh pahala
57,8,iman allah rasul seru iman tuhan ambil janji iman
57,9,turun nya ayat ayat terang al quran keluar gelap cahaya allah santun sayang hadap
57,10,nafkah harta jalan allah allah pusaka langit bumi nafkah harta perang takluk mekah tingi derajat nafkah harta perang allah janji balas allah kerja
57,11,pinjam allah pinjam allah lipat ganda balas pinjam untuk oleh pahala
57,12,mukmin laki laki perempuan cahaya sinar hadap belah kanan berita gembira untuk surga alir bawah sungai sungai kekal dalam untung
57,13,munafik laki laki perempuan iman tunggu ambil cahaya kembali cari cahaya untuk ada dinding pintu belah dalam rahmat belah luar situ siksa
57,14,munafik panggil mukmin seraya celaka diri tunggu hancur ragu ragu tipu angan angan kosong datang tetap allah tipu allah syaitan tipu
57,15,terima tebus kafir neraka lindung jahat jahat
57,16,belum iman tunduk hati allah benar turun turun al kitab lalu hati keras banyak fasik
57,17,tahu oleh allah hidup bumi mati kepada tanda tanda besar pikir
57,18,benar allah rasul nya laki laki perempuan pinjam allah pinjam dilipatgandakan bayar pahala
57,19,iman allah rasul nya shiddiqien saksi sisi tuhan pahala cahaya kafir dusta ayat ayat huni huni neraka
57,20,tahu hidup dunia main lalai hias megah megah bangga bangga banyak harta anak hujan tanam tanam kagum tani tanam kering warna kuning hancur akhirat azab keras ampun allah keridhaan nya hidup dunia senang tipu
57,21,lomba lomba ampun tuhan surga luas luas langit bumi sedia iman allah rasul rasul nya karunia allah nya hendak nya allah karunia
57,22,tiada bencana timpa bumi diri tulis kitab lauhul mahfuzh cipta mudah allah
57,23,duka cita luput gembira nya kepada allah suka sombong bangga
57,24,kikir suruh manusia buat kikir paling perintah perintah allah allah kaya puji
57,25,utus rasul rasul bawa bukti bukti nyata turun al kitab neraca adil manusia laksana adil cipta besi kuat hebat manfaat manusia besi allah tolong agama rasul rasul nya allah lihat allah kuat perkasa
57,26,utus nuh ibrahim jadi turun nabi al kitab terima tunjuk fasik
57,27,iring rasul rasul iring isa putra maryam injil jadi hati ikut santun kasih sayang ada adakan rahbaniyyah wajib sendiri ada adakan cari keridhaan allah pelihara pelihara mesti iman pahala fasik
57,28,iman rasul takwa allah rim rasul nya allah rahmat nya kepada jadi untuk cahaya cahaya jalan ampun allah kam sayang
57,29,terang ahli kitab tiada sedikit karunia allah iman muhammad karunia tangan allah karunia hendak nya allah karunia
58,1,allah dengar kata wanita aju gugat suami adu hal allah allah dengar dua allah dengar
58,2,menzhihar isterinya anggap isterinya ibu isteri wanita lahir kata mungkar dusta allah maaf kam
58,3,menzhihar isteri tarik ucap wajib atas merdeka budak suami isteri campur ajar allah kerja
58,4,budak wajib atas puasa campur kuasa wajib atas makan enam puluh miskin iman allah rasul nya hukum hukum allah kafir siksa pedih
58,5,tentang allah rasul nya hina hina turun bukti bukti nyata kafir siksa hina
58,6,bangkit allah berita nya kerja allah kumpul catat amal buat lupa allah saksi
58,7,perhati allah langit bumi tiada bicara rahasia empat tiada bicara enam tiada bicara mana memberitahukan kiamat kerja allah
58,8,perhati larang ada bicara rahasia larang ada bicara rahasia buat dosa musuh durhaka rasul kepada salam kepada salam tentu allah untuk allah siksa sebab masuk neraka buruk buruk
58,9,iman ada bicara rahasia bicara dosa musuh buat durhaka rasul bicara kebaji takwa takwa allah nya kembali
58,10,bicara rahasia syaitan iman duka cita bicara mudharat sedikit kecuali izin allah allah iman bertawakkal
58,11,iman kepada lapang lapang majlis lapang allah lapang untuk diri diri allah tinggi iman antara ilmu tahu derajat allah kerja
58,12,iman ada bicara khusus rasul keluar sedekah miskin bicara bagi bersih oleh sedekah allah kam sayang
58,13,takut miskin sedekah ada bicara rasul tiada buat allah taubat kepada diri shalat tunai zakat taat allah rasul nya allah kerja
58,14,perhati jadi kaum murka allah teman golong golong sumpah kuat bohong
58,15,allah sedia azab keras buruk kerja
58,16,jadi sumpah sumpah perisai halang manusia jalan allah azab hina
58,17,harta benda anak anak tiada guna sedikit tolong azab allah huni neraka kekal dalam
58,18,ingat bangkit allah sumpah nya musyrikin sumpah kepada sangka oleh manfaat tahu dusta
58,19,syaitan kuasa jadi lupa allah golong syaitan tahu golong syaitan golong rugi
58,20,tentang allah rasul nya hina
58,21,allah tetap rasul rasul ku menang allah kuat perkasa
58,22,dapat kaum iman allah akhirat kasih sayang tentang allah rasul nya anak anak saudara saudara tanam iman hati kuat tolong nya masuk nya surga alir bawah sungai sungai kekal dalam allah ridha mereka puas limpah rahmat nya golong allah tahu hizbullah golong untung
59,1,tasbih allah langit bumi perkasa bijaksana
59,2,keluar kafir ahli kitab kampung kampung usir sangka mereka benteng benteng tahan siksa allah allah hukum arah sangka sangka allah lempar takut hati musnah rumah rumah tangan tangan mukmin ambil jadi ajar wawas
59,3,allah tetap usir allah azab dunia akhirat azab neraka
59,4,tentang allah rasul nya tentang allah rasul nya allah keras hukum nya
59,5,tebang pohon kurma milik kafir biar tumbuh diri pokok izin allah hina fasik
59,6,harta rampas fai i allah rasul nya harta benda kerah ekor kuda ekor unta allah kuasa rasul nya hendak nya allah kuasa
59,7,harta rampas fai i allah rasul nya harta benda asal duduk kota kota allah rasul kaum kerabat anak anak yatim miskin jalan harta edar kaya rasul kepada terima larang bagi tinggal takwa allah allah keras hukum
59,8,fakir hijrah usir kampung halaman harta benda cari karunia allah keridhaan nya tolong allah rasul nya
59,9,tempat kota madinah iman anshor datang muhajirin anshor cinta hijrah muhajirin anshor tiada taruh hati muhajirin utama muhajirin susah pelihara kikir untung
59,10,muhajirin anshor doa ya rabb ampun saudara saudara iman engkau biar dengki hati iman ya rabb engkau santun sayang
59,11,perhati munafik saudara saudara kafir ahli kitab usir kami sama patuh susah rang bantu allah saksi dusta
59,12,usir munafik rang tolong tolong paling lari tolong
59,13,hati takut allah kaum erti
59,14,rang satu padu kecuali kampung kampung benteng tembok musuh hebat satu hati pecah belah kaum erti
59,15,yahudi rasai akibat buruk buat azab pedih
59,16,bujuk munafik bujuk shaitan manusia kafir manusia kafir lepas takut allah rabb semesta alam
59,17,sudah masuk neraka kekal dalam balas zalim
59,18,iman takwa allah perhati esok akhirat takwa allah allah kerja
59,19,lupa allah allah jadi lupa fasik
59,20,huni huni neraka huni huni jannah huni huni jannah untung
59,21,turun al quran gunung tunduk pecah belah sebab takut allah umpama umpama manusia berfikir
59,22,allah tiada tuhan ghaib nyata murah sayang
59,23,allah tiada tuhan raja suci sejahtera karunia aman pelihara perkasa kuasa milik agung suci allah sekutu
59,24,allah cipta ada bentuk rupa asmaaul husna tasbih nya langit bumi perkasa bijaksana
60,1,iman ambil musuh ku musuh teman teman setia berita berita muhammad kasih sayang ingkar benar kepada usir rasul usir iman allah tuhan jihad jalan ku cari keridhaan ku buat memberitahukan rahasia berita berita muhammad kasih sayang sembunyi nyata laku sesat jalan lurus
60,2,tangkap tindak musuh bagi lepas tangan lidah kepada sakit kafir
60,3,karib kerabat anak anak tiada manfaat bagi kiamat pisah allah kerja
60,4,suri tauladan bagi ibrahim kaum lepas sembah allah ingkar kafir nyata musuh benci iman allah kecuali kata ibrahim bapak mohon ampun tiada tolak sesuatu siksa allah ibrahim ya tuhan engkau bertawakkal engkau taubat engkau
60,5,ya tuhan engkau jadi sasar fitnah kafir ampun ya tuhan engkau perkasa bijaksana
60,6,ibrahim umat teladan bagi harap pahala allah selamat paling allah kaya puji
60,7,mudah mudah allah timbul kasih sayang antara musuh allah kuasa allah kam sayang
60,8,allah larang buat laku adil tiada merang agama usir negeri allah suka laku adil
60,9,allah larang jadi kawan merang agama usir negeri bantu usir jadi kawan zalim
60,10,iman hijrah kepada perempuan perempuan iman uji iman allah iman iman kembali suami suami kafir tiada halal kafir kafir tiada halal beri suami suami mahar bayar tiada dosa atas awin bayar mahar pegang tali kawin perempuan perempuan kafir mahar bayar mahar bayar hukum allah tetap nya allah bijaksana
60,11,isteri isterimu lari kafir kalah bayar lari isterinya mahar bayar takwa allah nya iman
60,12,nabi kepada perempuan perempuan iman ada janji setia tiada sekutu allah curi zina bunuh anak anak buat dusta adakan tangan kaki durhaka urus terima janji setia mohon ampun allah allah kam sayang
60,13,iman jadi tolong kaum murka allah putus asa negeri akhirat kafir kubur putus asa
61,1,tasbih allah langit bumi perkasa bijaksana
61,2,iman kenapa kerja
61,3,benci sisi allah kerja
61,4,allah suka perang jalan nya baris atur akan bangun susun kokoh
61,5,ingat musa kaum kaum sakit utus allah kepada paling benar allah maling hati allah tunjuk kaum fasik
61,6,ingat isa ibnu maryam bani israil utus allah kepada benar kitab belum taurat khabar gembira datang rasul sudah nama ahmad muhammad rasul bawa bukti bukti nyata sihir nyata
61,7,zalim ada adakan dusta allah ajak islam allah tunjuk zalim
61,8,madam cahaya allah mulut tipu daya allah sempurna cahaya nya kafir benci
61,9,utus rasul nya bawa tunjuk agama menang agama agama musyrik benci
61,10,iman suka tunjuk niaga selamat azab pedih
61,11,iman allah rasul nya jihad jalan allah harta jiwa bagi
61,12,allah ampun dosa dosa masuk jannah alir bawah sungai sungai masuk tinggal jannah adn untung
61,13,karunia suka tolong allah menang sampai berita gembira iman
61,14,iman tolong agama allah isa ibnu maryam ikut ikut setia tolong tolong tegak agama allah ikut ikut setia tolong tolong agama allah golong bani israil iman golong kafir kuat iman musuh musuh menang
62,1,senantiasa tasbih allah langit bumi raja suci perkasa bijaksana
62,2,utus kaum buta huruf rasul baca ayat ayat nya suci ajar kitab hikmah as sunnah sesat nyata
62,3,kaum hubung perkasa bijaksana
62,4,karunia allah nya hendak nya allah karunia
62,5,umpama pikul taurat tiada pikul keledai bawa kitab kitab tebal buruk umpama kaum dusta ayat ayat allah allah tiada tunjuk kaum zalim
62,6,anut agama yahudi dakwa kasih allah manusia manusia harap mati
62,7,tiada harap mati sebab jahat buat tangan allah zalim
62,8,mati lari daripada mati temu kembali allah ghaib nyata berita kepada kerja
62,9,iman seru tunai shalat jumat galah allah tinggal jual beli bagi
62,10,tunai shalat tebar bumi cari karunia allah ingat allah untung
62,11,niaga main bubar tinggal diri khotbah sisi allah main niaga allah beri rezeki
63,1,munafik kepada aku rasul allah allah rasul nya allah munafik dusta
63,2,jadi sumpah perisai halang manusia jalan allah buruk kerja
63,3,iman kafir hati kunci mati erti
63,4,tubuh tubuh jadi kagum dengar kata akan kayu sandar ria keras musuh waspada moga allah binasa paling benar
63,5,mari iman rasulullah ampun bagi buang paling sombong
63,6,minta ampun minta ampun allah tunjuk fasik
63,7,anshar belanja muhajirin sisi rasulullah bubar tinggal rasulullah punya allah bendahara langit bumi munafik paham
63,8,madinah kuat usir lemah kuat allah rasul nya mukmin munafik tiada
63,9,iman harta anak anak lalai allah buat rugi
63,10,belanja kepada mati salah ya rabb ku engkau tangguh mati sebab sedekah saleh
63,11,allah kali tangguh mati mati allah kenal kerja
64,1,tasbih allah langit bumi allah raja puji kuasa
64,2,cipta kafir antara mukmin allah kerja
64,3,cipta langit bumi haq bentuk rupa bagus nya rupa allah kembali
64,4,langit bumi rahasia nyata allah isi hati
64,5,kepada kafir berita kafir rasa akibat buruk buat oleh azab pedih
64,6,rasul rasul bawa terang terang manusia tunjuk ingkar paling allah allah kaya puji
64,7,kafir kali bangkit tuhan bangkit berita kepada kerja mudah allah
64,8,rim allah rasul nya cahaya al quran turun allah kerja
64,9,ingat mana allah kumpul kumpul dinampakkan salah salah iman allah amal saleh allah tutup salah salah masuk jannah alir bawah sungai sungai kekal dalam untung
64,10,kafir dusta ayat ayat huni huni neraka kekal dalam buruk buruk
64,11,musibah timpa kecuali ijin allah iman allah tunjuk hati allah
64,12,taat allah taat rasul nya paling wajib rasul amanat allah terang
64,13,allah tuhan mukmin bertawakkal allah
64,14,mukmin isteri isterimu anak anak musuh bagi hati hati maaf parah ampun allah kam sayang
64,15,harta anak anak coba bagi sisi allah pahala
64,16,takwa allah sanggup dengar taat nafkah nafkah diri pelihara kikir untung
64,17,pinjam allah pinjam allah lipat ganda balas kepada ampun allah balas jasa santun
64,18,ghaib nyata perkasa bijaksana
65,1,nabi cerai isteri isterimu cerai hadap iddahnya wajar hitung iddah takwa allah tuhan keluar rumah izin kecuali buat keji terang hukum hukum allah langgar hukum hukum allah buat zalim allah ada
65,2,dekat iddahnya rujuk lepas saksi saksi adil tegak saksi allah ajar iman allah akhirat takwa allah ada bagi jalan
